"username","message"
"thechrisjefferson","yo chris, love how you’re pushing the culture forward in real estate—13 years in and still making moves. you strictly doing coaching now or still flipping too?"
"oneiljparker","yo o’neil, love how you’re not just about making money but actually teaching others how to build wealth too. are you still taking on mentees?"
"rjbatesiii","yo RJ, love how you cut through the noise and just focus on closing real deals - no fluff, all action. are you still taking on new people in titanium university?"
"openspaceswomen","hey palak, love how you’ve built a $10m portfolio while helping new investors get started. are your resources all online or do you coach 1:1 too?"
"carlosreyes","yo carlos, respect for pioneering in the real estate wholesale game - not many can claim that. you still coaching 1:1 or mostly group now?"
"noahjohnston","yo noah, love how you're showing people how to turn wholesaling into a legit 6-figure business instead of just treating it like a hustle. are you taking on new students right now?"
"markflipshouses","yo mark, love how you’re leveraging ai to flip houses without cash or credit – crazy how tech is changing the game. are you still taking on new students for your class?"
"garrettrealestate","yo garrett, respect for making the jump from 9-5 to building real wealth in real estate. owning 10+ rentals is no joke. are you still actively wholesaling or mainly focused on rentals now?"
"transformrealestate","hey elisa, love how you’re not just flipping houses but actually teaching others to build their own real estate game. are you taking on new students right now?"
"thechrisjefferson","yo chris, 13 years in the game and still pushing the culture forward—mad respect. you strictly teaching flips or you still doing deals yourself?"
"oneiljparker","yo o’neil, love how you're not just building wealth but guiding others to do the same. do you still take on new mentees?"
