username,message
mahyerwhite,"yo mw, i like how you mix trading with motivation - makes the grind feel doable. are you still taking on new coaching clients?"
traderwieland,"hey wieland, love how you’re helping entrepreneurs step into day trading at such a big scale—20,000 students is nuts. are your coaching sessions 1:1 or group based?"
rickytrades03,"yo ricardo, love how you’re helping traders scale with a clear system instead of all the usual fluff out there. are you mostly working with new traders or ones already established?"
realdealzach,"yo zach, i love how you cut through the noise with no bs for traders. do you only do 1:1 coaching or group stuff too?"
kevinmatthewwilley,"yo kevo, love how you’re blending lacrosse, trading, and coaching into one powerhouse brand. are you doing 1:1s or group coaching right now?"
chartconfidence,"hey lakiesha, love how you simplify trading for new traders and actually show them how to scale profits—most people overcomplicate that. are you still taking on new clients?"
dahlia_wealth,"hey anjali, love how you focus on empowering women to become work-optional while keeping it approachable. curious, do you work with clients 1:1 or is it all through your programs?"
drmaazsadiq,"yo maaz, i love how you’ve tapped into such a niche with helping muslim dentists become work optional—super unique. are you still working 1:1 or mainly through your programs?"
shessomoneyhq,"hey anna, love how you’re all about turning businesses into wealth machines while stacking cash. do you still take on new clients or are you fully booked?"
im.iva.norris,"hey iva, love how you’ve mastered creative financing and built a reputation for teaching others to do the same. are you still taking on new investors to coach?"
makemillionswithmarilyn,"hey marilyn, love how you’re focused on creating generational wealth while helping others build passive income. are you still taking on new clients?"
misslillianhope,"hey lillian, love how you’re helping people face their money fears head-on and actually enjoy the process. are you doing 1:1 coaching or group too?"
arise.financial.coaching,"hey nicole, love how you’re flipping the script and empowering women to take control of their money. are you mainly working 1:1 or do you have group coaching too?"
lifecoachdeepti,"hey deepti, love how you’ve built a system that gets results in just 9 weeks—100+ success stories is no joke. do you offer 1:1 coaching too?"
therealcoachnina,"hey nina, love how you own your vibe and make permission-based sales feel so effortless. are you still taking 1:1 clients?"
numberswithnina,"hey nina, love how transparent you are about crushing debt and building wealth for WOC. are your sales calls 1:1?"
rumena_hussain,"hey rumena, love how you blend faith and finance so effortlessly on your page. do you still take on 1:1 clients or just focus on your firm?"
moneycoach_meena,"hey meena, love how you’re helping women heal their relationship with money while making it feel effortless. do you mostly do group coaching or 1:1?"
charlloyd1,"yo charlie, love how you’re helping guys build that raw confidence to ditch the baggy shirts. are you doing strictly group coaching or offering 1:1 too?"
paigeproperties,"hey paige, i love how you’re debunking the whole “1000 doors” myth - crazy relatable for investors. are your events all live or do you do virtual too?"
traviswailehua,"yo travis, love how you’re zeroed in on building legacy for people in hawaii—powerful stuff man. do you only do workshops, or do you coach 1:1 too?"
journeytoinfluence,"hey sarah, 450k paid off in 18 months is wild - love how you’re helping others hit those big money goals too. are you still taking on new clients?"
aditijain.co,"hey aditi, love how you’re flipping the script with reverse attraction marketing — so many people miss that side of the game. are you working with group programs or mainly 1:1?"
smitazara,"hey smita, i love how you’re breaking stereotypes with women in investing – that line about “who says stock market is only for men” is fire. do you offer 1:1 coaching?"
sarajloureiro,"hey sara, love how you’re all about building systems that scale — $2M systems is a baller flex. are you still taking on clients or fully booked?"
debbieshadid,"hey debbie, love how you’re helping life coaches go from stuck to scaling with your framework. do you mainly work with beginners or also experienced coaches?"
thejorgecontreras,"yo jorge, love how you’ve made airbnb arbitrage a path to real freedom without owning — super smart. are you still taking on new clients?"
thedustinheiner,"yooo dustin, love how you’re helping people hit 6-7 figures through real estate instead of the usual grind. is your course just digital or you doing live coaching too?"
fitcoachdolly,"hey dolly, love how you’ve helped 4000+ people transform without gimmicks - just real diet and exercise. do you still offer free trial sessions?"
austinh2obros,"yo austin, love how you’re helping people turn water into real cash flow lol. are you only doing this through coaching or you have a group setup too?"
andrea_vidafit,"hey there, love how you’re helping moms feel confident and like themselves again. do you only work 1:1 with clients or do you offer group coaching too?"
shaniecemwise,"hey shaniece, love how you focus on aligning faith with scaling systems – super rare to see that balance done well. do you work with newer coaches too or just those already hitting 6+ figures?"
christa_rene,"hey christa, love how you’re helping photographers own their worth without needing a studio. are you still taking on coaching clients?"
naomibirm,"hey naomi, love how you’re showing mamas that balance and mindset can actually lead to 6-figs. are your coaching programs group-based or 1:1?"
kimkent__,"hey money, love how you’re helping people escape the paycheck to paycheck grind while actually building real savings. do you work with clients 1:1 or is it all group programs?"
annathemoneycoach,"hey anna, love how you’re breaking down the stuff schools never taught us, especially for 1000+ people. are you mostly coaching 1:1 or group programs?"
mike_petersen_,"yo mike, 2000+ men rebuilt and that much weight shifted is wild man, your results speak for themselves. do you focus mainly on fat loss or do you take on muscle-building clients too?"
heatherblankenshipx3,"hey heather, love how you’re redefining what it means to invest creatively with rv parks and glamping. is your mastermind still open for new members?"
deekbritton,"hey dee, love how you’re helping midlife women break free and thrive without hustling to create products or programs. are you focusing more on group coaching or 1:1?"
rachel_talksmoney,"hey rachel, love how you’ve made stepping out of the paycheck-to-paycheck grind feel doable. do you still coach clients 1:1?"
inacoveney,"hey ina, love how you’ve carved out a niche with small audience monetization – feels so under-tapped right now. do you work with beginners or is it mostly established businesses?"
krystyna.lauren,"hey krystyna, love how you focus on helping women not just transform their bodies but their confidence too—it’s such a rare approach in fitness coaches. are you still taking on 1:1 clients?"
samiruess_,"hey sami, love how you’re helping women fall in love with fitness instead of treating it like a chore. are you taking on new clients right now?"
your_money_bff,"hey lindsey, love how you focus on building confidence for millennials in investing instead of just throwing strategies at them. is your free workshop live or recorded?"
theofficialbettina,"hey bettina, love how you’ve turned your own $150k success into a blueprint for others to follow. are your playbooks all digital or do you do live coaching too?"
wealthymommd,"hey bonnie, love how you’re empowering women docs to crush it with money and business. do you still take on new coaching clients?"
aprilthemoneycoach,"hey money, love how you’re helping women stack that 7-figure net worth while staying grounded in faith. are you taking 1:1 clients right now or mainly focusing on group coaching?"
danfounder,"yo dan, love how you’re making fitness more about energy and confidence rather than just looks. you only doing group coaching or do you handle 1:1 too?"
iambeccaluna,"hey becca, love how you’re helping web designers step into their power and actually build high-profit businesses. are your courses fully self-paced or is there a coaching element too?"
naijasalesqueen,"hey habeebah, love how you’re all about turning businesses into empires while helping people hit 7 figures. are you mostly coaching 1:1 or running group programs too?"
ishanicreates,"hey ishani, love how you’re helping women break free from people-pleasing—it’s such a game changer. are all your programs through the self-leadership school?"
thewaterunicorn,"hey elena, love how you’ve turned your journey from stressed advisor to a life of freedom — it’s super inspiring. are you focusing more on the business side or holistic health coaching right now?"
codiesanchez,"hey codie, love how you’re making buying small businesses feel accessible, not just for sharks. do you still personally buy deals or just invest through ctventurecap?"
orangeskymarketing,"hey priyanka, love how you’re helping smms land international clients—it’s rare to see coaches focus so much on global results. are your mentorships 1:1 or group based?"
ryan100x,"yo ryan, love how you’re helping busy guys transform without all the fluff. is your 90-day program all 1:1, or do you have group options too?"
fitxfearless,"yo bismarck, love how you’re helping professional men level up their dating game while juggling busy lives. is your mentoring focused on 1:1 or group coaching?"
strivewithkristin,"hey kristin, love how you’re flipping the script on medicine and creating millionaires. are your coaching programs 1:1 or group?"
tatlondono,"hey tatiana, love how you’re blending real estate expertise with coaching—feels like you’re setting agents up to win big. do you work directly with agents or just through your systems?"
britnyflores_fitnesscoach,"hey britny, love how you’re blending lifestyle, bodybuilding, and nutrition into one approach. are your consultations more online or in person?"
timbrown_tcg,"hey tim, love how you’re helping aussies invest while keeping it veteran-owned—super solid. are you still offering free discovery consultations?"
yanikmfenton,"hey yanik, i love how you’re helping women 40+ get their strength and energy back—super needed right now. are you coaching in person or is it all online?"
rhercules_,"yo rodrigo, love how you’re helping entrepreneurs level up with that 0% funding - gotta be a game-changer for them. do you also help with scaling strategies or just the funding side?"
kourtneysimmangnutrition,"hey kourtney, love how you connect trauma healing with gut and hormone health—so overlooked in the health space. do you still take clients through your virtual clinic?"
mr.investr,"yo ali, love how you celebrate student wins like that - 439 success stories is wild. are you taking new students right now?"
thestrongtrader,"yo tanner, love how you’re all about process over emotions in trading—rare to see that approach taught. is your 1:1 coaching fully booked or do you have spots opening up?"
traderdivergent,"yo alan, love how you’re pairing mindset with mechanics for traders - feels like a missing puzzle piece in the space. are your coaching sessions 1:1 or group-based?"
stuckinprofit,"yo samuel, love how you’re showing people they can create financial freedom just from their phone. are you still taking on 1:1 clients?"
rayvaughnfx,"yo rayvaughn, love how you’re combining live trading with helping students hit 7 figures – feels like a unique lane. are you still offering the free 7-day trial?"
steveteachescrypto,"yo stephen, love how you focus on both profits and win rates—rare combo most coaches miss. are you still taking on new traders?"
mamba_trades,"yo daniel, love how you’re helping traders lock in funding capital and actually see profits – feels rare in this game. are your coaching sessions 1:1 or group?"
thebusytrader,"hey heather, love how you’ve simplified trading for beginners - 45,000 people is nuts. is your course all self-paced or do you do live coaching too?"
stephencaincoaching,"yo, love how you’re helping coaches break out of the gym grind and go online. are you still taking on new clients?"
ryanbands_,"yo ryan, love how you keep faith front and center while helping people get started with trading. are your coaching sessions all through dms or do you do live calls too?"
thetravel1ngtrader,"yo traveling trader, love how you’ve turned 20+ years of experience into a platform that’s helped 20k+ traders - insane legacy. do you still trade live daily?"
colt_mosdef,"yo colt, love how you’re showing people futures trading doesn’t have to be complicated. are you taking on new mentees right now?"
kennsilcott,"hey koach, love how you’re all about flexible dieting while staying show-ready. are you taking on new online clients right now?"
limitless_al,"yo alek, love how you're bringing real structure to trading with that limitless entry drill strategy. are you still taking on new traders for coaching?"
joelthompsoncoach,"yo joel, love how you turned a barber hustle into a 7-figure coaching empire—respect. are you still doing 1:1s or focusing on the community?"
stockmarketwolf,"yo andrew, 40M since 2009 is next-level, bro. are your students hitting futures and options primarily?"
harshitaparwani_,"hey harshita, love how you went from homemaker to entrepreneur while helping others become financially independent. do you still have spots open for new clients?"
pinterestexperts,"hey emily, love how you’re not just teaching freelancers, but building legit business machines out here. is the 6 figure launch lab all group coaching?"
drop.out.trader,"yo bradley, love how you’re breaking down charts daily and keeping it no-nonsense for your audience. are your basics courses self-paced or do you do any live sessions?"
stoicmoneycoach,"hey vittorio, love how you’re breaking down investing for beginners and making it feel doable. curious, is the free masterclass live or recorded?"
the.investingcoach,"yo oliver, love how you’ve helped so many folks create extra income with just 4 hours a week—makes it feel doable for anyone. do you do live strategy calls or is it all pre-recorded?"
mswealthyofficial,"hey simone, love how you make growing wealth feel super straightforward with that invisible wealth method. are you working with clients 1:1 or mostly running group programs?"
cody__yeh,"yo cody, love how you’ve cracked the code on beating the s&p 500 in just 30 min a week. do you coach 1:1 or just through your course?"
calltoleap,"yo steve, love how you simplify wealth building for regular folks and still keep that teacher vibe strong. are you still offering free resources like the eBook?"
delyannethemoneycoach,"hey, love how you’ve turned stock market education into something award-winning and actionable, not just theory. are your free classes live or pre-recorded?"
briangrimes_247cfu,"yo brian, love how you and your team make rentals turnkey for people who probably think it’s too hard. are you still doing 1:1 coaching?"
betterwallet,"yo marc, love how you’re making wealth building accessible for 1st-gen investors – so needed. is your free class live or pre-recorded?"
emmhaas,"hey em, you’re making the ‘no have to strategies’ thing look like the cheat code everyone’s been searching for lol. are you still taking on dream clients or fully booked?"
smallstepfinance,"hey small step, love how you’re showing families it’s possible to hit millionaire status while keeping it simple. is your academy all online or do you do live workshops too?"
financialcoachkidd,"yo chris, love how you’re making financial literacy feel approachable and not all stiff like most people in the space. do you still take on 1:1 coaching clients?"
coachtata_,"yo kelvin, love how you're combining faith with fitness for sales pros—such a unique mission. are you mostly coaching 1:1 or do you have group programs too?"
felipemejiarei,"yo felipe, i love how you keep it personal with 1:1 real estate coaching - super hands-on approach. are you only doing in person or also online?"
moneycoachvince,"hey vince, love how you focus on managing money first before making it—most people skip that part. do you teach investing 1:1 or is it through the free group?"
wealthparatodos,"hey rita, love how you’re helping bipoc and lgbtq+ build financial freedom through self-care. do you mostly do 1:1 coaching or group programs?"
thebudgetnista,"hey tiffany, love how you’ve turned financial literacy into a movement that’s so accessible. are you taking on new students in the academy right now?"
bossladyt.w,"hey taylor, love how you make building wealth feel accessible, especially with the non-traditional approach. are your freebies all downloadable?"
fitcoll_,"hey colleen, love how you focus on building strong minds alongside strong bodies – not many coaches hit both like you. are you still taking on 1:1 clients?"
ola_goldsmith,"hey ola, love how you’ve built a rep as the go-to for scaling in beauty and aesthetics. are you still helping people 1:1 or is it all group coaching now?"
caroline_savory,"hey caroline, love how you make crypto trading feel doable for anyone - clear strategies and solid risk management. are your signals just for crypto or do they cover stocks too?"
alexdickcleland,"yo alex, love how you focus on habits that actually stick instead of quick fixes. are you still taking on 1:1 clients?"
jenniutz,"hey jenni, love how you’ve built your path from coaching to real estate to financial freedom—straight up inspiring. are you still mostly focused on fix & flips or doing more long-term holds?"
smillsap02,"yo samuel, love how you bring faith into building businesses—rare to see that combo. are you mostly working with new coaches or scaling established ones?"
building.gen.wealth,"hey andrea, love how you’re helping first gen WOC build wealth—such a needed space. are your 1:1 coaching spots still open?"
realtormomcoach,"hey taley, love how you’ve built a space just for mom realtors while crushing it as a top agent. do you take on new coaching clients weekly?"
amygregory,"hey amy, love how you’re using reels to help realtors snag deals—genius way to stand out. curious, is your listing template a digital download?"
blueazul401,"yo, love how you're showing people how to turn top-tier credit into real opportunities. are you still taking on mentees or mainly focused on deals now?"
tessaabellaa,"hey tessa, love how you focus on helping realtors make more money while building community. do you still run the free realtor group?"
daryl.nickerson.jr,"yo coach, crazy how you're crushing it at 28 with both real estate and turo. is your 8-week program all online?"
vidpride,"yo malik, 190k subs and 20m+ views is crazy bro, respect. are you still taking on new coaching clients?"
staciestates,"hey stacie, love how you’re empowering agents to not just sell but build their dream lives. are you coaching 1:1 or is it all group sessions?"
paigeproperties,"hey paige, love how you’re flipping the script on financial freedom—rent collector > rent payer all day. do you mainly coach first-timers or seasoned investors?"
estateofjenn,"hey jenn, love how you’re building a movement with hype. squad and coaching other realtors to level up. are you still taking on new agents for coaching?"
coachvikramdeol,"yo vikram, love how you focus on turning realtors into top producers while mastering persuasion. are your free tools just downloads or do you coach live too?"
laurafloodcoaching,"hey laura, love how you’re so focused on helping people hit top 1% success without burning out… are you still coaching 1:1 or is it all group-based now?"
coachvikramdeol,"yo vikram, love how you break down persuasion into a skillset realtors can actually master. do you do any 1:1 coaching or just group stuff?"
massiveagent,"yo dustin, love how you’re flipping the script and showing agents how to work smarter instead of harder. are you still taking on new coaching clients?"
real_estate_mega_moms,"hey jessica, love how you focus on building not just a business but a life people actually enjoy. are you only coaching realtors or do you work with other industries too?"
tessaabellaa,"hey tessa, love how you’re helping realtors step up and actually make more money without fluff. is your free community all online?"
randycdyck,"hey randy, love how you’ve been top 1% since ‘95—crazy consistency. is your coaching just for realtors or do you help teams too?"
staciestates,"hey stacie, i love how you’re leading 600 agents with a vision to grow even bigger. are you still taking on new agents to coach?"
briangrimes_247cfu,"yo brian, love how you’re making turnkey rentals so accessible for people—are you still taking on 1:1 coaching clients?"
pinkyknowsnaples,"hey sue, love how you make it so easy for agents to see the power of video and social media. do you still sell your IG guide?"
jennapeterson,"hey digital, $2.3M in 22 months is insane. are your courses fully automated or do you do live teaching too?"
estateofjenn,"hey jenn, love how you’ve built hype. squad into more than just a brand - feels like a movement. are you still taking on new agents for coaching?"
